Gene ID	Gene Name	'COVID-19' vs 'normal' in 'colon'.p-value	'COVID-19' vs 'normal' in 'colon'.log2foldchange	'COVID-19' vs 'normal' in 'lung'.p-value	'COVID-19' vs 'normal' in 'lung'.log2foldchange
ENSG00000121653	MAPK8IP1	0.0435891084206986	-1.9	0.233359924865253	-1.2
ENSG00000121671	CRY2	0.69700989205025	-0.2	0.000605321247181271	-1.5
ENSG00000121680	PEX16	0.117878425366346	-1.1	0.0787333527050037	-1.8
ENSG00000121690	DEPDC7	0.107148706821124	-1.3	0.604780607144126	0.5
ENSG00000121691	CAT	0.951480293230559	0	0.00039413090405144	-0.8
ENSG00000121716	PILRB	0.0414750608664475	-1.7	0.153343798397616	-1.1
ENSG00000121741	ZMYM2	0.198111766570424	0.3	0.0938731333020895	0.4
ENSG00000121742	GJB6	NA	0.1	NA	1.2
ENSG00000121743	GJA3	0.83789273688734	-0.3	0.498520697883723	1.1
ENSG00000121749	TBC1D15	4.06931332605271e-06	1.3	0.676817358916894	0.2
ENSG00000121753	ADGRB2	0.515400603100853	-0.7	0.758971405277405	0.5
ENSG00000121764	HCRTR1	NA	-1.5	0.00377732221345991	-3.5
ENSG00000121766	ZCCHC17	0.197581420424873	0.4	0.0194419927309487	0.9
ENSG00000121769	FABP3	0.0785434006180645	1.3	0.804019370840697	0.3
ENSG00000121774	KHDRBS1	0.00663815119455163	0.6	0.0108316265218198	0.8
ENSG00000121775	TMEM39B	0.0561413211595173	-1.2	0.64483488307124	0.4
ENSG00000121797	CCRL2	0.280373269157983	-0.7	0.174160026616728	-0.8
ENSG00000121807	CCR2	0.0406195214386144	-1.7	0.669639899825533	-0.4
ENSG00000121851	POLR3GL	0.342458555148167	-0.5	0.458740758824693	0.6
ENSG00000121853	GHSR	NA	-0.4	NA	0.1
ENSG00000121858	TNFSF10	0.444514307398631	-0.5	0.160064480964299	-0.8
ENSG00000121864	ZNF639	0.0852088259542425	0.5	0.786134017554127	0.1
ENSG00000121871	SLITRK3	0.423642458509831	0.7	0.593740257393458	-0.7
ENSG00000121879	PIK3CA	8.75720044529159e-06	0.9	0.237904430353998	0.4
ENSG00000121892	PDS5A	0.00378400957217999	0.8	0.00520207454647054	0.5
ENSG00000121895	TMEM156	0.0807182674746855	-1.3	0.995476625484247	0
ENSG00000121897	LIAS	0.761472057728223	-0.2	0.542116613461099	0.3
ENSG00000121898	CPXM2	0.988474906471959	0	0.890034351772965	0.2
ENSG00000121900	TMEM54	0.00718305463825654	-1.7	0.903649723657351	-0.2
ENSG00000121903	ZSCAN20	0.962945387206061	0	0.521488798802147	0.6
ENSG00000121904	CSMD2	0.983018097070113	0	0.00424792742799964	2.6
ENSG00000121905	HPCA	0.00375515197911331	-2.9	NA	0
ENSG00000121931	LRIF1	0.681649690043392	0.2	0.0828491535489203	0.7
ENSG00000121933	TMIGD3	0.0804365509386501	1.5	2.08083189379034e-09	5
ENSG00000121940	CLCC1	0.857331873748969	0.1	0.595447700948661	-0.3
ENSG00000121957	GPSM2	0.947786812083659	0	0.714277042789712	-0.1
ENSG00000121964	GTDC1	0.726531805654321	0.1	0.416717173363575	-0.2
ENSG00000121966	CXCR4	0.746108208113005	-0.3	0.23941852223657	0.7
ENSG00000121988	ZRANB3	0.279369455269926	0.7	0.262441897155695	-0.3
ENSG00000121989	ACVR2A	0.70697836379802	0.2	0.673877818722712	-0.2
ENSG00000122008	POLK	1.93790169816563e-06	0.9	0.131153498665316	0.4
ENSG00000122012	SV2C	0.762308902070676	0.3	0.342322945512809	-1.2
ENSG00000122025	FLT3	0.00265072746460487	-2.6	0.598070831527512	0.5
ENSG00000122026	RPL21	0.00658791571527534	0.8	0.516344893734815	0.2
ENSG00000122033	MTIF3	0.0716309415839372	-0.6	0.0973143722899057	0.8
ENSG00000122034	GTF3A	0.43171716230756	0.3	0.326884900511062	0.5
ENSG00000122035	RASL11A	0.538635058203958	0.3	0.952806807121042	-0.1
ENSG00000122042	UBL3	0.0666671884328748	0.6	6.06407346683349e-05	-0.9
ENSG00000122043	LINC00544	NA	-0.5	NA	0.4
ENSG00000122068	FYTTD1	0.00014914305029101	1.1	1.68910334197415e-06	0.8
ENSG00000122085	MTERF4	0.282556709393314	-0.4	0.135787271256043	-0.6
ENSG00000122121	XPNPEP2	0.418865191182329	0.8	2.18072726622185e-05	2.9
ENSG00000122122	SASH3	0.00279725653441331	-2.1	0.721045868095004	-0.3
ENSG00000122126	OCRL	0.35511206022131	0.2	0.929860998987062	0
ENSG00000122133	PAEP	NA	0.3	NA	0.3
ENSG00000122136	OBP2A	NA	0.1	NA	-0.1
ENSG00000122140	MRPS2	0.901006517436666	-0.1	0.895069369843056	0.1
ENSG00000122145	TBX22	NA	-0.7	NA	0.1
ENSG00000122176	FMOD	0.984459477632527	0	0.898482615281999	0.1
ENSG00000122180	MYOG	NA	-0.4	NA	0.2
ENSG00000122188	LAX1	0.0154156713122976	-1.6	0.41137025524051	-0.7
ENSG00000122194	PLG	0.230123105970155	-1.6	0.727192738976982	-0.6
ENSG00000122203	KIAA1191	0.27446783116504	0.3	0.422074883711726	0.4
ENSG00000122218	COPA	0.577999297202892	0.2	0.610179141095787	0.1
ENSG00000122223	CD244	0.00952678346645065	-2.5	0.0922932100126612	-1.6
ENSG00000122224	LY9	0.878475386111216	-0.2	0.843320906549193	0.2
ENSG00000122254	HS3ST2	0.0405085808123176	-2	0.817009044320687	-0.3
ENSG00000122257	RBBP6	0.961837521174568	0	0.905399611118071	0
ENSG00000122299	ZC3H7A	0.589506028050963	0.2	0.971063015541388	0
ENSG00000122304	PRM2	NA	0	NA	0
ENSG00000122335	SERAC1	0.102325543895189	0.8	0.00868125012950897	1.3
ENSG00000122359	ANXA11	0.940699421023798	0	0.21934064547538	-0.5
ENSG00000122367	LDB3	0.729269868772861	0.2	0.523592463571726	-0.7
ENSG00000122375	OPN4	0.641420820396324	-0.8	NA	0
ENSG00000122376	SHLD2	0.324590722845733	0.4	0.868053696342265	-0.1
ENSG00000122378	PRXL2A	0.475083930364184	0.4	0.925595952430342	0.1
ENSG00000122386	ZNF205	0.0799476828336153	-1.8	0.255118723580296	-1.5
ENSG00000122390	NAA60	5.46189212737424e-07	-1.2	0.886624016516615	-0.1
ENSG00000122406	RPL5	0.00464925532997513	0.7	0.000152834627921596	0.7
ENSG00000122417	ODF2L	0.418991710222172	0.2	0.00632015785110654	0.5
ENSG00000122420	PTGFR	0.037669627461454	1.3	0.46764830252732	0.6
ENSG00000122432	SPATA1	0.956759127187872	0	0.358117817033385	-0.5
ENSG00000122435	TRMT13	0.295980053745577	0.4	0.592926198936889	0.2
ENSG00000122477	LRRC39	0.75803259069426	0.3	0.905710907536604	-0.1
ENSG00000122481	RWDD3	0.334926020409835	-0.8	0.993225826674976	0
ENSG00000122482	ZNF644	0.0624239207681507	0.6	0.780651732745154	0.1
ENSG00000122483	CCDC18	0.352051869436846	-0.4	0.110731402875636	0.6
ENSG00000122484	RPAP2	0.399263141013932	0.4	0.913021012733607	0.1
ENSG00000122490	SLC66A2	4.55649052113119e-05	-1.8	0.159798662647015	-1
ENSG00000122507	BBS9	0.98670807945518	0	0.228944716574312	-0.4
ENSG00000122512	PMS2	0.656467791694801	0.3	0.764420093884667	0.2
ENSG00000122515	ZMIZ2	0.424210498837733	-0.5	0.459440610822292	-0.4
ENSG00000122543	OCM	0.133704076170145	-1.9	NA	0.2
ENSG00000122545	SEPTIN7	0.00049210867307532	0.7	0.231406756720892	0.3
ENSG00000122547	EEPD1	0.2550977313556	-0.6	0.167019397171376	-1.1
ENSG00000122548	KIAA0087	0.114598635814049	-1.7	2.71814767035919e-10	-4.2
ENSG00000122550	KLHL7	0.181919099347359	0.7	0.567060373698498	-0.3
ENSG00000122557	HERPUD2	0.251431828644328	0.3	0.986739317261644	0
ENSG00000122565	CBX3	0.00131952287219281	0.8	0.0327687745234697	0.7
ENSG00000122566	HNRNPA2B1	0.62241295375638	0.1	0.334814647682733	0.3
ENSG00000122574	WIPF3	0.532065471714484	0.5	0.923001378963896	-0.1
ENSG00000122584	NXPH1	NA	0.1	NA	0
ENSG00000122585	NPY	0.736619795310633	-0.5	NA	0
ENSG00000122591	FAM126A	7.4535982254095e-05	1.2	0.0031730912367846	0.7
ENSG00000122592	HOXA7	0.0137434475259611	-2.3	NA	0.4
ENSG00000122641	INHBA	0.0913454573837335	-1.4	0.525527578501888	-0.4
ENSG00000122642	FKBP9	0.064741326629009	-0.6	0.573356086713044	-0.3
ENSG00000122643	NT5C3A	0.284285451274218	0.6	0.554552596766907	0.3
ENSG00000122644	ARL4A	0.119942811146835	0.5	0.92618785147184	0.1
ENSG00000122674	CCZ1	0.990581451372031	0	0.00580336105656309	1.7
ENSG00000122678	POLM	0.00126155150528735	-1.2	0.301423324948375	-0.6
ENSG00000122679	RAMP3	0.731376807191966	-0.3	0.805160367175387	-0.2
ENSG00000122687	MRM2	0.126496071906806	-0.8	0.421208736350202	0.6
ENSG00000122691	TWIST1	0.474185345140943	0.7	0.0359468670793852	2.4
ENSG00000122692	SMU1	0.0978633963318349	0.5	0.5001032880848	-0.2
ENSG00000122694	GLIPR2	0.145041817312876	0.7	0.516527130349683	-0.3
ENSG00000122696	SLC25A51	0.408395811480013	0.5	0.858035772581306	0.2
ENSG00000122705	CLTA	0.275453314498444	-0.5	0.320089072966952	0.4
ENSG00000122707	RECK	0.0175523000336604	0.9	0.861381054862335	-0.1
ENSG00000122711	SPINK4	0.401390848741677	-1.2	NA	0
ENSG00000122728	TAF1L	0.533837609052917	0.7	NA	-0.8
ENSG00000122729	ACO1	0.903394206053651	0	0.77414024470269	0.1
ENSG00000122733	PHF24	0.00768445521441272	-2.3	0.478756427677793	-1
ENSG00000122735	DNAI1	0.0786252720765511	-2.2	0.745740651281025	0.5
ENSG00000122741	DCAF10	0.000210927749260463	0.7	0.663664676019105	0.1
ENSG00000122756	CNTFR	0.361137684110574	-1	0.0197977654348577	-2.8
ENSG00000122778	KIAA1549	0.326323334509094	-0.7	0.0610783652795672	-1.1
ENSG00000122779	TRIM24	0.294232511720954	-0.4	0.667715418155778	-0.2
ENSG00000122783	CYREN	0.306441705033247	-0.5	0.00344621303750943	-1.2
ENSG00000122786	CALD1	0.000815978018206577	1.5	0.00314893293512179	0.7
ENSG00000122787	AKR1D1	0.514075715947162	-1	NA	0.4
ENSG00000122824	NUDT10	0.80052851977719	-0.2	0.0713490264233396	-1.7
ENSG00000122852	SFTPA1	NA	-0.2	0.000351225536354069	-2.1
ENSG00000122859	NEUROG3	NA	-0.2	NA	0
ENSG00000122861	PLAU	0.591797676427609	-0.5	0.0603881890435582	1
ENSG00000122862	SRGN	0.0222352591029833	1.1	0.000261872898632019	1.5
ENSG00000122863	CHST3	0.266914964179494	0.7	0.956678445403926	0
ENSG00000122870	BICC1	0.209561876022681	0.5	0.113377349791601	0.5
ENSG00000122872	ARL4AP1	2.03537504525446e-05	-3.3	0.000576568858424549	-2.8
ENSG00000122873	CISD1	0.149198017843936	0.5	0.000596718370520367	1.2
ENSG00000122877	EGR2	0.0467552120175235	-1.6	0.00125720531765792	-2.1
ENSG00000122882	ECD	0.152300362470655	0.5	0.755463575288108	-0.1
ENSG00000122884	P4HA1	5.21526048772768e-07	2.2	0.00448963057037115	1
ENSG00000122912	SLC25A16	0.971316622387322	0	0.459027190179349	-0.3
ENSG00000122952	ZWINT	0.000898388376735247	-2.2	0.587920666731956	0.7
ENSG00000122958	VPS26A	1.84221674990502e-05	1.3	6.54982585422909e-05	0.7
ENSG00000122965	RBM19	0.56088803444309	-0.4	0.624494646392439	-0.3
ENSG00000122966	CIT	0.0060503266703842	-1.4	0.857259748255578	-0.1
ENSG00000122970	IFT81	0.9536260858348	0	0.722672406047063	0.2
ENSG00000122971	ACADS	0.0218298455489742	-1.8	0.0724220586296409	-2
ENSG00000122986	HVCN1	0.293581351426197	-1	0.739531834363536	-0.3
ENSG00000123009	NME2P1	0.495338720388622	-0.5	0.633232804638076	0.6
ENSG00000123064	DDX54	0.235177474712821	-0.7	0.725048553837619	0.3
ENSG00000123066	MED13L	0.0770844980605428	0.4	0.662963772503457	0.1
ENSG00000123080	CDKN2C	0.034044379646072	1.1	0.829171864707368	0.2
ENSG00000123091	RNF11	7.7941463249166e-08	1.4	0.0335483401204261	0.7
ENSG00000123094	RASSF8	0.000121771581277904	1.6	0.932862894501841	0
ENSG00000123095	BHLHE41	0.334135770230267	0.5	0.457090852197112	-0.4
ENSG00000123096	SSPN	0.062948876087818	0.8	0.623770481485568	-0.3
ENSG00000123104	ITPR2	0.729288048462742	-0.2	0.360395768124838	0.4
ENSG00000123106	CCDC91	0.241554224450509	0.4	0.789823152637213	0.1
ENSG00000123119	NECAB1	8.54644028032474e-05	1.9	0.952748428067658	-0.1
ENSG00000123124	WWP1	0.0052587440796768	0.7	0.975208313856293	0
ENSG00000123130	ACOT9	0.648892216289334	0.2	0.609234816970417	0.3
ENSG00000123131	PRDX4	0.627245822806664	0.3	0.127632428566119	0.7
ENSG00000123136	DDX39A	0.0089257322961314	-1.6	0.153181090017804	1
ENSG00000123143	PKN1	0.973943051374281	0	0.857241503331528	0.2
ENSG00000123144	TRIR	0.499464081746139	0.4	0.520717881754888	0.3
ENSG00000123146	ADGRE5	0.180511052076605	-0.5	0.137196803188271	-0.7
ENSG00000123154	WDR83	0.0160488708990872	-2.1	0.95430966915755	0.1
ENSG00000123159	GIPC1	0.146478765971054	-0.9	0.179868273920628	-0.7
ENSG00000123165	ACTRT1	NA	0	NA	0
ENSG00000123171	CCDC70	NA	-1.2	NA	-0.4
ENSG00000123178	SPRYD7	0.855577988046154	-0.1	0.74383478144893	-0.2
ENSG00000123179	EBPL	0.0326304822009477	1	0.359025341002456	0.5
ENSG00000123191	ATP7B	0.10575460468019	-0.9	0.121892762199399	-0.9
ENSG00000123200	ZC3H13	0.0938556535505241	0.4	0.0688910676576178	-0.4
ENSG00000123201	GUCY1B2	0.287297800772334	-1.4	0.0304756419222995	-2.5
ENSG00000123213	NLN	0.0200643738550129	1	0.0611733457656208	0.9
ENSG00000123219	CENPK	0.301538018728892	0.8	0.060539134146125	1.3
ENSG00000123240	OPTN	0.371175207072205	0.2	0.28193575445859	0.3
ENSG00000123243	ITIH5	0.63022896164929	0.2	0.0207973313412293	-1.2
ENSG00000123268	ATF1	0.212382408392848	0.7	0.25923328733951	0.5
ENSG00000123297	TSFM	0.95933653558717	0	0.671554447437797	0.3
ENSG00000123307	NEUROD4	NA	0	NA	0
ENSG00000123329	ARHGAP9	0.000255881197402716	-2	0.984629006734899	0
ENSG00000123338	NCKAP1L	0.0697780382003403	1.3	0.795540964025273	0.2
ENSG00000123342	MMP19	0.335838889893143	-0.9	0.904459265376796	-0.1
ENSG00000123349	PFDN5	0.335980345295458	0.5	0.499712215440522	0.3
ENSG00000123352	SPATS2	0.153713344123426	-0.4	0.379871951501512	0.5
ENSG00000123353	ORMDL2	0.376367693444075	-0.7	0.596011414337821	0.5
ENSG00000123358	NR4A1	0.527761225445227	-0.6	0.949562609506965	0.1
ENSG00000123360	PDE1B	0.207024261398697	0.9	0.222474296221399	1.1
ENSG00000123364	HOXC13	NA	0	NA	0
ENSG00000123374	CDK2	0.0651985788915512	1.1	0.294225380237249	0.6
ENSG00000123384	LRP1	0.123990827489582	0.5	0.897695106973793	0
ENSG00000123388	HOXC11	NA	-0.2	NA	0.3
ENSG00000123395	ATG101	1.94100246147461e-05	-3.2	0.936616362237789	0.1
ENSG00000123405	NFE2	0.239120612992104	-1.2	0.110751968861685	1.7
ENSG00000123407	HOXC12	NA	0	NA	0
ENSG00000123411	IKZF4	0.875236813237233	-0.1	0.789798899645286	0.2
ENSG00000123415	SMUG1	0.686631593794564	0.3	0.866773212209569	-0.2
ENSG00000123416	TUBA1B	0.732147725296885	-0.2	0.360598135696168	0.7
ENSG00000123427	EEF1AKMT3	0.0196788892838491	0.8	0.100263425015014	0.7
ENSG00000123444	KBTBD4	0.0128068353426159	-1.7	0.161666218695822	-1
ENSG00000123447	TYRL	NA	0	NA	0
ENSG00000123453	SARDH	0.0441572436515855	-2.1	0.923544266131567	0.2
ENSG00000123454	DBH	NA	-1.4	NA	-0.5
ENSG00000123472	ATPAF1	0.91288732207173	0	0.949275228302929	0
ENSG00000123473	STIL	0.115547170020056	-0.9	0.0173265118606519	1.3
ENSG00000123485	HJURP	0.36465805049993	-0.9	0.0220305600183092	2.1
ENSG00000123496	IL13RA2	0.0345809790672906	-2	0.835412502430706	0.3
ENSG00000123500	COL10A1	0.878102238449476	0.1	0.02387335947101	1.1
ENSG00000123505	AMD1	4.53098600063047e-05	1.1	0.106613719424787	0.5
ENSG00000123545	NDUFAF4	0.0399789019200159	0.7	0.0270997873277808	1.4
ENSG00000123552	USP45	0.0106396675089691	0.8	0.978096789756151	0
ENSG00000123560	PLP1	0.0377285923417852	1	0.265650878623191	1
ENSG00000123561	SERPINA7	NA	-0.1	NA	0
ENSG00000123562	MORF4L2	0.0123174256833611	0.6	6.29507803520285e-09	1.2
ENSG00000123569	H2BW1	NA	0	NA	0
ENSG00000123570	RAB9B	0.57488751766999	0.5	0.329257179303002	-0.7
ENSG00000123572	NRK	0.616281605394643	-0.5	2.0230786272802e-05	2.4
ENSG00000123575	FAM199X	0.0462921726367282	0.5	0.682975679155006	0.2
ENSG00000123576	ESX1	NA	0	NA	0
ENSG00000123584	MAGEA9	NA	0	NA	0
ENSG00000123594	ATXN3L	NA	0.1	NA	0
ENSG00000123595	RAB9A	0.561901885853016	0.3	0.630221735455767	0.3
ENSG00000123600	METTL8	0.0505745879624864	0.7	0.545390599419619	0.3
ENSG00000123607	TTC21B	0.857331873748969	0.1	0.728962378808037	0.2
ENSG00000123609	NMI	0.211882246449108	0.5	0.520880533258957	0.3
ENSG00000123610	TNFAIP6	0.000569894418690591	2.1	0.0036947084070788	2.1
ENSG00000123612	ACVR1C	0.838232965109406	-0.2	0.36873291351375	0.9
ENSG00000123636	BAZ2B	0.379457460933309	-0.2	2.21066892312606e-05	-0.6
ENSG00000123643	SLC36A1	0.00623361154515283	-1.6	0.209268620017001	0.7
ENSG00000123684	LPGAT1	0.37797684726401	0.3	0.0153842894429035	0.5
ENSG00000123685	BATF3	0.106053854374241	-1.2	0.870286358968192	0.2
ENSG00000123689	G0S2	0.676099260781114	0.4	7.33471347018219e-05	2.8
ENSG00000123700	KCNJ2	0.829337530871041	0.2	0.987913035988311	0
ENSG00000123728	RAP2C	0.00204208480354983	1.3	0.0538883638937249	0.8
ENSG00000123737	EXOSC9	0.440462461228563	-0.4	0.856159472058134	-0.1
ENSG00000123739	PLA2G12A	0.302851237457257	0.5	0.845898055942069	0.1
ENSG00000123810	B9D2	0.193890202901864	-1.1	0.00013572932366416	-3.2
ENSG00000123815	COQ8B	0.28919876950577	-0.6	0.101137047246988	-1.1
ENSG00000123836	PFKFB2	0.784322370149807	-0.2	0.56809793649065	0.3
ENSG00000123838	C4BPA	0.801753930046241	0.2	0.00621674582490184	-2.1
ENSG00000123843	C4BPB	0.125829269147004	-1.4	0.02402679435383	-2.1
ENSG00000123870	ZNF137P	0.199721084782891	-0.8	0.97452159203734	0
ENSG00000123892	RAB38	0.205686315207683	1.1	0.0953612717846855	1
ENSG00000123901	GPR83	0.55743990207359	-0.6	0.107343058447178	-1.9
ENSG00000123908	AGO2	0.0014388965394225	0.9	0.250622341153939	0.5
ENSG00000123933	MXD4	0.038317710295705	-0.9	0.644137601092787	-0.3
ENSG00000123965	PMS2P5	0.933340795388942	-0.1	NA	-0.5
ENSG00000123975	CKS2	0.999427708894319	0	0.0489737512030724	1.6
ENSG00000123977	DAW1	NA	0.4	0.850171281604325	0.2
ENSG00000123983	ACSL3	0.0174080496398687	0.8	0.275141545841802	0.4
ENSG00000123989	CHPF	0.0941581023791844	-0.9	0.706206734942246	-0.3
ENSG00000123992	DNPEP	0.718210662820082	-0.3	0.903413516684173	-0.1
ENSG00000123999	INHA	0.0968481760631957	-2	NA	-1.2
ENSG00000124003	MOGAT1	0.632961993248703	-0.8	0.26372900165444	-1.6
ENSG00000124006	OBSL1	0.0529050784328022	-1.1	0.78205056609386	-0.2
ENSG00000124019	FAM124B	0.414572056335493	0.8	0.0405603476939209	-1.8
ENSG00000124067	SLC12A4	0.570042389928795	-0.3	0.225768287640649	-0.8
ENSG00000124074	ENKD1	0.983080692400638	0	0.738754812215053	-0.4
ENSG00000124089	MC3R	NA	0	NA	0
ENSG00000124091	GCNT7	0.0313032127605442	-1.3	0.260930057255255	0.8
ENSG00000124092	CTCFL	NA	-1.5	NA	-0.1
ENSG00000124097	HMGB1P1	0.0126376271269874	-2.6	NA	0.4
ENSG00000124098	FAM210B	0.014469815081296	0.9	0.200853385501442	0.5
ENSG00000124102	PI3	0.233603405708824	-1.4	5.05570579516204e-06	5
ENSG00000124103	FAM209A	0.968534289790988	-0.1	NA	-0.2
ENSG00000124104	SNX21	0.703520541044978	-0.3	0.527355576726751	-0.7
ENSG00000124107	SLPI	0.244872080309906	-1	0.98942465932014	0
ENSG00000124116	WFDC3	0.332952265857001	0.9	0.987826480778072	0
ENSG00000124120	TTPAL	0.98670807945518	0	0.667784037684879	-0.2
ENSG00000124126	PREX1	0.0750209324933701	-1.1	0.677123753000986	0.2
ENSG00000124134	KCNS1	0.185581537282619	-1.7	0.466261758978623	0.9
ENSG00000124140	SLC12A5	4.79473021740134e-05	-3.9	0.505189583095883	-0.9
ENSG00000124143	ARHGAP40	NA	0	0.857982730399656	-0.4
ENSG00000124145	SDC4	0.00898819537636402	1.2	0.134400769095439	0.6
ENSG00000124151	NCOA3	0.611765084853437	-0.1	0.967212695214455	0
ENSG00000124155	PIGT	0.596988305206673	-0.3	0.341071940579143	0.3
ENSG00000124157	SEMG2	NA	-0.1	NA	0.5
ENSG00000124159	MATN4	NA	0.2	NA	-0.3
ENSG00000124160	NCOA5	0.920503198519247	-0.1	0.241534126720267	-0.7
ENSG00000124164	VAPB	0.475850473989766	0.3	0.801616263453622	-0.1
ENSG00000124171	PARD6B	0.954159905441808	0	0.113958103161105	-0.9
ENSG00000124172	ATP5F1E	0.821686902005704	-0.1	0.220647465168204	0.5
ENSG00000124177	CHD6	0.802394731916035	0.1	0.00351464107193085	-0.6
ENSG00000124181	PLCG1	0.0219732726109749	-1.2	0.0987037122848312	-0.5
ENSG00000124191	TOX2	0.273618515398898	-0.9	0.917059858829864	-0.1
ENSG00000124193	SRSF6	0.853908869269318	-0.1	0.451428615600963	-0.3
ENSG00000124194	GDAP1L1	1.34003725715509e-05	-2.7	0.0615831530885203	-2.1
ENSG00000124196	GTSF1L	NA	0	NA	0
ENSG00000124198	ARFGEF2	0.735641806879506	0.1	0.702130488668718	0.1
ENSG00000124201	ZNFX1	0.671416767555634	-0.2	0.352554239723357	-0.4
ENSG00000124203	ZNF831	0.733258275229122	-0.4	0.911879359989053	-0.1
ENSG00000124205	EDN3	0.0637618632227923	-1.8	0.660924136019625	-0.8
ENSG00000124207	CSE1L	0.0301821372736818	0.6	0.040138751750442	0.5
ENSG00000124208	PEDS1-UBE2V1	NA	0	NA	0
ENSG00000124209	RAB22A	0.0809745862229991	0.5	0.91311235159257	0
ENSG00000124212	PTGIS	0.011051184274104	1.8	0.704111875150069	0.2
ENSG00000124214	STAU1	0.000343451694621333	1	0.00734096725632744	0.4
ENSG00000124215	CDH26	0.0195355308310804	1.3	0.924330893067491	0.1
ENSG00000124216	SNAI1	0.00871286210090229	-2.2	0.3379499963022	0.8
ENSG00000124217	MOCS3	0.786361652112963	-0.2	0.629517722129045	0.4
ENSG00000124222	STX16	0.00751847178465377	0.6	0.452636788468119	0.2
ENSG00000124224	PPP4R1L	0.184816979645933	-0.6	0.540211408403638	0.4
ENSG00000124225	PMEPA1	0.259381278753518	0.4	0.0341394260034346	-0.7
ENSG00000124226	RNF114	0.919156542088813	0	0.632405682300695	0.2
ENSG00000124227	ANKRD60	NA	0	NA	0
ENSG00000124228	DDX27	0.135858135800547	-0.6	0.744675657556819	-0.1
ENSG00000124232	RBPJL	NA	-0.7	NA	-1.3
ENSG00000124233	SEMG1	0.247564020913159	-1.6	NA	1
ENSG00000124237	C20orf85	NA	0.7	0.811101011757411	-0.4
ENSG00000124243	BCAS4	0.290979316657636	-0.7	0.729614038365353	-0.2
ENSG00000124249	KCNK15	0.354402093675915	-0.9	0.540886443523907	0.8
ENSG00000124251	TP53TG5	0.874742701977625	-0.2	0.590392292243275	-0.7
ENSG00000124253	PCK1	0.777651512482438	-0.3	NA	0.3
ENSG00000124256	ZBP1	7.99589693314612e-05	-3.2	0.98304756746801	0
ENSG00000124257	NEURL2	0.922698029427739	-0.1	0.36325731281483	-1.3
ENSG00000124260	MAGEA10	NA	0.2	NA	0
ENSG00000124275	MTRR	0.0655649509035632	0.8	0.769433096711595	0.1
ENSG00000124279	FASTKD3	0.480193170015911	-0.4	0.810718255224247	0.2
ENSG00000124299	PEPD	0.861318228090503	0.1	0.917151421022616	0.1
ENSG00000124302	CHST8	NA	-0.7	NA	-0.9
ENSG00000124313	IQSEC2	0.0064437133515978	-0.9	0.437083532135919	-0.5
ENSG00000124333	VAMP7	0.1091910204981	0.5	0.03682704634839	0.6
ENSG00000124334	IL9R	NA	0	NA	0
ENSG00000124343	XG	0.944142459041865	-0.1	0.087834852794929	-1.5
ENSG00000124356	STAMBP	0.547490396936231	-0.2	0.852624480165113	0.1
ENSG00000124357	NAGK	0.12598058764199	-0.5	0.23544528181769	0.5
ENSG00000124370	MCEE	0.551372601546617	0.2	0.427731442921228	0.6
ENSG00000124374	PAIP2B	0.0563593617703755	0.9	0.51207736167288	-0.5
ENSG00000124380	SNRNP27	0.00263077001066123	1.1	0.000913451691978994	0.8
ENSG00000124383	MPHOSPH10	0.39582788686321	0.3	0.518337329992741	0.2
ENSG00000124391	IL17C	NA	0.1	NA	0
ENSG00000124399	NDUFB4P12	0.104680574332664	0.6	0.0947379929687178	1
ENSG00000124406	ATP8A1	0.612326698840045	-0.3	0.081683360992184	-0.5
ENSG00000124422	USP22	0.696162743040703	-0.2	0.635324884543261	-0.2
ENSG00000124429	POF1B	0.401315091302662	-0.8	0.881725182903121	-0.1
ENSG00000124440	HIF3A	0.323313167715629	0.7	0.00614952384391575	-1.5
ENSG00000124444	ZNF576	0.470701897240466	-0.6	0.364262027777849	-0.7
ENSG00000124449	IRGC	NA	0.1	NA	0.1
ENSG00000124459	ZNF45	0.806840398800014	0.2	0.171921151633038	-0.7
ENSG00000124466	LYPD3	0.171092657924268	-1.5	0.538240485222056	-1
ENSG00000124467	PSG8	NA	-0.4	NA	0.1
ENSG00000124469	CEACAM8	0.279639149842655	-1.1	0.475871260661451	0.8
ENSG00000124479	NDP	0.272515558549362	-1.5	0.656505844554726	-0.8
ENSG00000124486	USP9X	0.185294074341257	0.3	0.692237986467154	0.1
ENSG00000124490	CRISP2	0.305678466333688	1	0.914012902577451	0.2
ENSG00000124491	F13A1	0.00191850322749866	2.2	0.180013608229194	1
ENSG00000124493	GRM4	0.0926169128431364	-2.1	NA	0
ENSG00000124496	TRERF1	0.313594731879513	-0.5	0.654581840576187	-0.3
ENSG00000124507	PACSIN1	0.0114198102267633	-2.2	NA	0.9
ENSG00000124508	BTN2A2	0.243081719904164	-0.7	0.127813402634888	-0.8
ENSG00000124523	SIRT5	0.385622599452991	-0.2	0.91944343166689	-0.1
ENSG00000124532	MRS2	0.472963052510405	0.3	0.344536657346056	0.5
ENSG00000124535	WRNIP1	0.402173749792496	-0.5	0.122635884929495	-0.5
ENSG00000124541	RRP36	0.753730148257962	0.3	0.352698115068917	0.7
ENSG00000124549	BTN2A3P	0.103781654617565	-1.3	0.681453161116379	-0.4
